question_number,question,correct_answer,source_folder,ai_answer_20260725_005651,ai_answer_20260725_011226,ai_answer_20260725_120724,ai_answer_20260725_132248,ai_answer_20260725_132835
1357,"Theo kịch bản trong tài liệu Public_155, nếu người dùng nhập vào từ khóa ""iPhone 7',DELETE FROM tbl_products,--"" trong form tìm kiếm, điều gì sẽ xảy ra?",C,private_test_fix,C,C,C,C,C
1358,Tại sao paraphin thường được dùng làm chất tẩm sấy trong biến áp và động cơ điện?,B,private_test_fix,B,B,B,B,B
1359,"Dựa vào số liệu năm 2017, dân số sống ở nông thôn nhiều hơn dân số sống ở đô thị bao nhiêu điểm phần trăm?",C,private_test_fix,A,A,"A,B",A,A
1360,"Theo IBM, bao nhiêu phần trăm dữ liệu trên thế giới là dạng phi cấu trúc hoặc bán cấu trúc?",C,private_test_fix,C,C,C,B,B
1361,"Dựa vào Bảng 1, số lượng học sinh của lớp thực nghiệm (TN) đạt điểm trong khoảng từ 8.0 đến 8.7 nhiều hơn lớp đối chứng (ĐC) là bao nhiêu em?",D,private_test_fix,B,D,"B,C",A,B
1362,Mục đích chính của ontology trong tìm kiếm ảnh là gì?,B,private_test_fix,B,B,B,B,B
1363,Khả năng trữ nhiệt hiệu quả của anode trong bóng X-quang của hệ thống CT 64 lát/vòng là bao nhiêu?,C,private_test_fix,C,D,"C,D",D,D
1364,"Theo Bảng 2, điểm trung bình của nhóm lớp thực nghiệm (TN) trong bài kiểm tra là bao nhiêu?",B,private_test_fix,B,B,"B,C",B,B
1365,Quy trình quản lý lỗ hổng an toàn thông tin (ATTT) gồm có bao nhiêu bước chính?,B,private_test_fix,B,C,"B,C",C,C
1366,Tại sao phương pháp bán tự động được coi là phù hợp nhất cho hệ thống tìm kiếm ảnh lớn?,A,private_test_fix,A,A,A,A,A
1367,"Theo tài liệu Public_633, có tổng cộng bao nhiêu loại hệ thống nội soi được mô tả chi tiết?",B,private_test_fix,B,B,"B,C",B,B
1368,"Trong quá trình bảo dưỡng hệ thống chiller, hạng mục nào yêu cầu kiểm tra mức gas, và hạng mục nào yêu cầu kiểm tra tình trạng cảm biến nhiệt độ?",A,private_test_fix,A,A,A,A,A
1369,"Theo Bảng ""PHÂN TÍCH HIỆU SUẤT SỬ DỤNG TÀI SẢN CỐ ĐỊNH"", giá trị sản xuất và hiệu suất sử dụng tài sản cố định của năm trước lần lượt là bao nhiêu?",A,private_test_fix,A,A,"A,B",A,A
1370,"Khi một biến tăng, biến còn lại cũng tăng thì mối quan hệ là gì và biểu đồ có dạng nào?",B,private_test_fix,B,B,B,B,B
1371,Lệnh Chamfer trong Sketch có tác dụng gì?,C,private_test_fix,C,C,C,C,C
1372,"Dựa vào Bảng 2.1, có bao nhiêu nồng độ pha tạp khác nhau của ion Dy3+ đã được khảo sát trong hệ vật liệu đơn pha tạp CAS: Dy3+ (x %mol)?",B,private_test_fix,B,B,B,B,B
1373,"Để thực hiện tăng số, giảm số và lùi xe ô tô một cách an toàn và hiệu quả, người lái xe cần phối hợp như thế nào giữa các thao tác với bàn đạp ly hợp, ga, phanh và cần số?",C,private_test_fix,C,C,C,C,C
1374,"Trong các hệ thống CT được liệt kê, hệ thống nào có khả năng xử lý số lát cắt lớn nhất mỗi vòng quét?",B,private_test_fix,B,B,B,B,B
1375,Trong thực hành lái xe ô tô thì đường bằng được hiểu như thế nào?,A,private_test_fix,A,A,A,A,A
1376,"Lệnh Circle cho phép vẽ những loại đường tròn nào, và có thể chọn kiểu gì trong menu Style?",B,private_test_fix,B,B,"B,D",B,B
1377,"Dựa vào bảng số liệu về phụ tải của Public_599, tổng công suất tác dụng cực đại (Pmax) của tất cả 6 hộ tiêu thụ là bao nhiêu?",C,private_test_fix,D,B,"C,D",C,C
1378,Hệ số tương quan r càng gần +1 hoặc -1 cho thấy điều gì?,A,private_test_fix,A,A,A,A,A
1379,"Trình bày chi tiết cơ chế hoạt động của một nơ-ron nhân tạo. Vai trò của trọng số, bias và hàm kích hoạt là gì? Nếu không có hàm kích hoạt thì điều gì xảy ra?",A,private_test_fix,A,A,A,A,A
1380,"Mô hình được dùng để nhận diện, phân đoạn đối tượng trong ảnh và bộ dữ liệu được sử dụng để xây dựng ontology là gì?",C,private_test_fix,C,C,C,C,C
1381,Có bao nhiêu chỉ số hiệu suất tài nguyên (Monitoring Chart) mà khách hàng có thể theo dõi trực tiếp trên vCloud Portal?,C,private_test_fix,C,C,C,C,C
1382,"Nếu một “thuật toán” không đảm bảo tính dừng, điều gì có thể xảy ra khi chạy chương trình?",A,private_test_fix,A,A,A,A,A
1383,"Công cụ Pattern (Rectangular, Circular) có mục đích gì?",A,private_test_fix,A,A,A,A,A
1384,"Trong hệ thống làm mát của máy phát điện, giá trị nào cần được kiểm tra định kỳ?",B,private_test_fix,B,B,B,B,B
1385,"Theo tài liệu Public_579, mục tiêu về kỹ năng mà học viên cần đạt được sau khi hoàn thành mô đun là gì?",C,private_test_fix,"B,C,D","B,C,D","A,B,C,D","A,B,C,D",A
1386,Vì sao cần có nhiều loại nét vẽ khác nhau trong bản vẽ kỹ thuật?,A,private_test_fix,A,A,A,A,A
1387,"Theo Bảng 1.5, hàm lượng Ethanol (%v/v) và hàm lượng Methanol (mg/L cồn 100o) trong sản phẩm brandy dứa 41% lần lượt là bao nhiêu?",C,private_test_fix,C,C,"A,C",C,C
1388,"Theo dự án Xử lý nước thải tại xã Dĩ An, công suất thiết kế của nhà máy xử lý nước thải vào năm 2020 là bao nhiêu?",B,private_test_fix,B,B,"B,D",A,A
1389,"Theo header của bảng “BẢNG CHI TIẾT HẠNG MỤC XÂY LẮP”, các cột chính trong bảng bao gồm những thông tin nào?",A,private_test_fix,A,A,A,A,A
1390,"Trong bảo dưỡng UPS, những công việc nào sau đây cần đo kiểm bằng thiết bị chuyên dụng?","C,D",private_test_fix,"C,D","C,D","C,D","C,D","C,D"
1391,"Dựa vào Bảng 2.8, có tổng cộng bao nhiêu chuyên gia được khảo sát có thâm niên hoạt động từ 20 năm trở lên?",D,private_test_fix,A,D,A,A,A
1392,Những chú ý khi điều khiển cần số trên xe có trang bị hộp số điều khiển tự động,A,private_test_fix,A,A,"A,C,D","A,B,C",C
1393,Công cụ Balloon dùng để làm gì?,B,private_test_fix,B,B,B,B,B
1394,"Trong quy trình phát triển phần mềm, nếu bỏ qua giai đoạn kiểm thử phần mềm, nguy cơ nào sẽ xảy ra?",B,private_test_fix,B,B,B,B,B
1395,Đường kính khoang máy (gantry) của hệ thống CT 64 lát/vòng là bao nhiêu?,B,private_test_fix,B,B,"B,D",B,B
1396,"Theo kết quả khảo sát các chuyên gia trong tài liệu Public_578, đâu là những rào cản chính từ cả phía Cung và phía Cầu đối với việc phát triển thị trường thiết bị chuyển đổi năng lượng tái tạo tại vùng Trung du miền núi phía Bắc?",C,private_test_fix,"A,C",C,"A,C,D","C,D",C
1397,Tại sao cần dùng lệnh Auto Dimension sau khi vẽ Sketch?,A,private_test_fix,A,A,A,A,A
1398,"Để lập Parts List trong bản vẽ và gắn nhãn chi tiết, cần dùng kết hợp những công cụ nào?",C,private_test_fix,C,C,C,C,C
1399,"Ý nghĩa của hàm giá trị hành động Q(s,a) trong RL là gì?",B,private_test_fix,B,B,B,B,B
1400,"Nếu bạn muốn trình chiếu từ Slide đầu tiên, bạn có thể chọn cách nào trong các lựa chọn sau đây?",D,private_test_fix,D,D,D,D,D
1401,"Theo tài liệu Public_583, hai thành phần ban đầu của nền tảng Apache Hadoop là gì?",C,private_test_fix,C,C,C,C,C
1402,Microsoft PowerPoint thuộc bộ ứng dụng nào?,A,private_test_fix,A,A,A,A,A
1403,"Nếu biểu đồ phân tán cho thấy các điểm dữ liệu nằm trong một vòng tròn, điều này cho thấy:",C,private_test_fix,C,C,C,C,C
1404,Mi ca thường được sử dụng trong thiết bị nào?,B,private_test_fix,B,B,B,B,B
1405,"Vì sao phương pháp nấu ăn không được coi là thuật toán, trong khi giải thuật tìm max lại là thuật toán?",B,private_test_fix,B,B,B,B,B
1406,Nét liền đậm thường được dùng để biểu diễn gì?,A,private_test_fix,A,A,"A,B,C,D",A,A
1407,Công thức cập nhật Q-learning có điểm khác biệt chính nào so với SARSA?,C,private_test_fix,C,C,C,C,C
1408,Ai là người đã phát hiện ra nấm men là tác nhân thực sự gây nên quá trình lên men rượu vào năm 1854?,C,private_test_fix,C,C,C,C,C
1409,"Khi nào nên dùng Loft, và nó yêu cầu điều kiện gì?",C,private_test_fix,C,C,C,A,C
1410,"Nội dung chính của tài liệu ""CÁC YẾU TỐ PHÁT TRIỂN TỈNH BẮC GIANG"" là gì?",C,private_test_fix,C,C,C,C,C
1411,Biểu đồ phân tán còn được gọi với tên khác là gì?,B,private_test_fix,B,B,B,B,B
1412,"Các phương pháp Regularization như L1, L2, Dropout, BatchNorm giúp gì trong huấn luyện mạng nơ-ron?",A,private_test_fix,A,A,A,A,A
1413,"Với mỗi hệ thống chụp cắt lớp, bảng yêu cầu cung cấp những thông tin nào?",A,private_test_fix,A,A,"A,B",A,A
1414,Tại sao nên dùng Leader Text thay vì Text thông thường trong bản vẽ kỹ thuật?,B,private_test_fix,B,B,B,B,B
1415,Danh mục thiết bị trong tài liệu Public_631 bao gồm những loại máy chính nào?,B,private_test_fix,"A,B,C,D",A,"A,B,C,D","A,B,C,D","A,B,C,D"
1416,Ưu điểm chính của truyền động bánh răng so với các loại truyền động cơ khí khác là gì?,D,private_test_fix,D,D,D,D,D
1417,"Mục đích chính của các phương pháp tăng số, giảm số và lùi xe ô tô được trình bày trong Public_209 là gì, và chúng góp phần như thế nào vào việc điều khiển xe an toàn?",A,private_test_fix,A,A,A,A,A
1418,"Nếu cần một vật liệu vừa chịu được điện áp cao vừa tách được thành mảnh mỏng, vật liệu nào phù hợp nhất?",A,private_test_fix,A,A,A,A,A
1419,"Nếu dữ liệu có xu hướng phân tán rộng, vượt khỏi USL và LSL, doanh nghiệp cần làm gì?",D,private_test_fix,D,D,D,D,D
1420,"Nếu doanh nghiệp chọn phần mềm nguồn mở thay cho phần mềm thương mại, lợi ích lớn nhất có thể đạt được là gì?",A,private_test_fix,A,A,A,A,A
1421,"Trong quá trình bảo trì máy phát điện, hạng mục nào yêu cầu kiểm tra rung động bất thường, và hạng mục nào yêu cầu thử tải máy phát?",A,private_test_fix,D,A,"A,D",D,A
1422,"Hãy tóm tắt các bước cơ bản để tạo, trình diễn và lưu một bài thuyết trình PowerPoint.",C,private_test_fix,C,C,C,C,C
1423,Làm thế nào để điều khiển xe ôtô căn đường và tránh nhau trên đường hẹp khi lái trên bãi phẳng và đường bằng?,A,private_test_fix,A,A,"A,D","A,D",A
1424,"Trong hệ thống điện toán đám mây, tính năng di chuyển máy ảo giữa các máy chủ vật lý được yêu cầu như thế nào, và tính năng sao lưu/khôi phục máy ảo cần đáp ứng ra sao?",A,private_test_fix,A,A,A,A,A
1425,"Khi sử dụng lệnh Arc, có thể vẽ cung theo các cách nào, và kèm tùy chọn gì trong menu Style?",D,private_test_fix,D,D,"A,D","A,D",D
1426,"Theo tài liệu Public_605, hệ thống điện toán đám mây được mô tả bao gồm bao nhiêu nhóm tính năng chính?",D,private_test_fix,B,C,B,B,B
1427,Máy X-quang C-arm kỹ thuật số có công suất tối đa của nguồn phát cao tần và điện áp bóng X-quang lần lượt là bao nhiêu?,C,private_test_fix,C,C,C,C,C
1428,"Trong số các loại nét vẽ, loại nào thường được áp dụng để thể hiện đường đối xứng?",A,private_test_fix,A,A,"A,C",A,A
1429,Tổng doanh thu toàn ngành viễn thông năm 2019 là bao nhiêu?,A,private_test_fix,A,A,A,A,A
1430,"Hãy xác định (i) kỹ thuật tấn công khai thác lỗi không kiểm tra đầu vào thường gặp, và (ii) biện pháp phòng chống cơ bản được khuyến nghị",D,private_test_fix,D,D,D,D,D
1431,Mục tiêu đến năm 2020 của chỉ số thuê bao băng rộng cố định và di động trên 100 dân là bao nhiêu?,A,private_test_fix,B,B,"A,B",B,B
1432,Máy tán sỏi thận ngoài cơ thể có dải điện áp làm việc của bộ phát sóng xung kích là bao nhiêu?,B,private_test_fix,B,B,B,B,B
1433,"Theo Hình 1, bước đầu tiên trong quy trình thiết kế kỹ thuật trong giáo dục STEM là gì?",D,private_test_fix,D,D,D,D,D
1434,Công thức nào được sử dụng để tính hiệu suất sử dụng tài sản cố định (Hs)?,C,private_test_fix,C,C,C,C,C
1435,Vì sao vVPC sử dụng công nghệ SDN (Software Defined Networking) để xây dựng môi trường mạng ảo cho khách hàng?,A,private_test_fix,A,A,A,A,A
1436,"Trong hạng mục phần móng, nhóm công tác nào chiếm tỷ trọng lớn nhất về khối lượng?",A,private_test_fix,A,A,"A,C,D",A,A
1437,"Dựa vào bảng phân bổ thời gian, tổng số giờ dành cho Lý thuyết và Kiểm tra của toàn bộ mô đun là bao nhiêu?",C,private_test_fix,B,B,A,A,A
1438,Có bao nhiêu mức cam kết Uptime khi so sánh Vina Cloud Server và Vina Virtual Private Cloud?,B,private_test_fix,B,B,B,B,B
1439,Tại sao trong vẽ kỹ thuật phải dùng quy ước để biểu diễn lò xo?,A,private_test_fix,A,A,A,A,A
1440,Những khái niệm thống kê nào không được yêu cầu trong tài liệu Public_476?,D,private_test_fix,D,"A,B,C",D,D,D
1441,"Theo Bảng 2.12, rào cản chính về phía Cung và phía Cầu đối với thị trường thiết bị chuyển đổi Năng lượng tái tạo (NLTT) lần lượt là gì?",B,private_test_fix,B,B,"B,C,D",B,B
1442,Khi nào sử dụng Projected View và kết quả khác gì so với Auxiliary View?,A,private_test_fix,A,A,A,A,A
1443,Nét liền mảnh có thể được dùng để biểu diễn đối tượng nào sau đây?,B,private_test_fix,"A,B",B,"A,B,C",A,B
1444,Tại sao thời gian tác động trong mô phỏng của Public_504 ngắn hơn so với thực nghiệm?,B,private_test_fix,B,B,B,B,B
1445,"Trong phần quản trị User của vCloud Portal, khách hàng có thể thực hiện những thao tác nào?","A,D",private_test_fix,"A,B","A,B","A,B","A,B","A,B"
1446,"Theo Bảng 2, SQL Server bắt đầu báo lỗi và không thể xử lý được ở lần thực nghiệm thứ bao nhiêu?",C,private_test_fix,C,C,C,C,B
1447,Tốc độ tăng trưởng tổng sản phẩm của tỉnh Bắc Giang (GRDP) năm 2017 đạt bao nhiêu phần trăm?,C,private_test_fix,C,C,C,C,C
1448,Phần mềm VLC có khả năng phát định dạng nào và có ưu điểm gì về giao diện?,B,private_test_fix,B,B,B,B,B
1449,"Trong quá trình khởi động động cơ, khởi hành xe và giảm tốc độ, người lái xe cần phối hợp như thế nào giữa bàn đạp ga, ly hợp và phanh để tránh xe bị rung giật hoặc tắt máy?",B,private_test_fix,B,B,B,B,B
1450,"Trong vẽ quy ước lò xo xoắn ốc, khi số vòng xoắn > 4 thì quy định vẽ như thế nào, và lò xo dây ≤ 2mm được biểu diễn ra sao?",C,private_test_fix,C,C,"C,D","B,C",C
1451,"Trong quản lý chất lượng, so sánh sự khác biệt giữa dữ liệu đạt chuẩn và không đạt chuẩn có ý nghĩa gì?",B,private_test_fix,B,B,B,B,B
1452,Danh mục tiêu chuẩn trong tài liệu  Public_63được phân chia thành các nhóm công tác nào?,B,private_test_fix,B,B,B,B,B
1453,Tiêu chuẩn nào quy định về chống sét cho công trình xây dựng và tiêu chuẩn nào quy định về nối đất thiết bị công nghiệp?,A,private_test_fix,A,A,"A,C",A,A
1454,"Trong phần mềm ứng dụng,  “phần mềm doanh nghiệp” và “cơ sở dữ liệu” thuộc nhóm nào?",C,private_test_fix,C,C,C,C,C
1455,"Trong tài liệu Public_504, nguyên nhân chính gây sai lệch giữa mô phỏng và thực nghiệm là gì và mức sai số linh kiện trong thực tế là bao nhiêu?",A,private_test_fix,A,A,A,A,A
1456,"Trong mô phỏng của tài liệu Public_504, yêu cầu thời gian tác động là bao nhiêu và lý do gì khiến nó khác so với thực nghiệm?",A,private_test_fix,A,A,A,A,A
