Question,A,B,C,D,source_folder,num_answers
"Dựa vào bảng ""Các nhóm nhiệm vụ ưu tiên thực hiện"", tổng nguồn vốn từ ""Doanh nghiệp, Xã hội hóa"" cho các nhiệm vụ thuộc nhóm ""Giáo dục thông minh"" được liệt kê trong tài liệu là bao nhiêu?","14,00 tỷ đồng","5,00 tỷ đồng","20,50 tỷ đồng","30,10 tỷ đồng",public_test_fix,1
"Nếu muốn trình chiếu lặp lại liên tục từ đầu đến khi nhấn Esc, bạn cần chọn tùy chọn nào trong hộp thoại “Setup Slide Show”?",Show without animation,Loop continuously until 'Esc',"Using timings, if present",Browsed by an individual (window),public_test_fix,1
Tóm tắt các loại linh kiện điện tử phổ biến và vai trò của chúng trong cuộc sống.,"Điện trở, tụ điện, cuộn cảm, transistor, diode, IC… giúp kiểm soát dòng điện và duy trì hoạt động của thiết bị điện tử",Chỉ gồm linh kiện thụ động,Chỉ gồm linh kiện chủ động,Chỉ gồm linh kiện cơ điện,public_test_fix,1
Doanh nghiệp nên dùng công cụ nào khác khi muốn phân tích chi tiết để tối ưu hóa từng công đoạn thay vì chỉ mô tả dòng chảy tổng thể?,VSM,Sơ đồ tổ chức,"Các công cụ cải tiến chuyên sâu khác (ví dụ Kaizen, Six Sigma)",Biểu đồ cột,public_test_fix,1
"Nếu một mạch điện cần chỉnh lưu dòng AC thành DC, linh kiện nào được lựa chọn?",Điện trở,Diode,Tụ điện,Transistor,public_test_fix,1
"Trong khu vực bảo vệ nguồn nước, bán kính bảo vệ tối thiểu của giếng khoan nước ngầm là bao nhiêu mét, và nội dung nào bị cấm trong khu vực này?","25m; cấm xây dựng, đào hố phân, đổ rác, chăn nuôi","100m; cấm xây dựng, chăn nuôi, trồng cây ăn quả","200m; cấm xây dựng, tắm giặt, xả nước thải","300m; cấm xây dựng, trồng rau màu, khai thác cát",public_test_fix,1
"Trong quy trình xử lý sự cố an toàn thông tin, nhiệm vụ chính của Tier 1 là gì, và công cụ nào được sử dụng để quản lý ticket sự cố?","Tier 1 tiếp nhận, xác minh cảnh báo ban đầu; công cụ sử dụng là SOAR.",Tier 1 trực tiếp khắc phục sự cố nghiêm trọng; công cụ sử dụng là SIEM.,Tier 1 chỉ tham gia khi Tier 2 yêu cầu hỗ trợ; công cụ sử dụng là Email nội bộ.,Tier 1 quản lý kế hoạch ứng cứu tổng thể; công cụ sử dụng là Excel.,public_test_fix,1
"Trong 5 giai đoạn của VSM, giai đoạn nào liên quan đến việc xây dựng sơ đồ hiện tại và giai đoạn nào tập trung vào nhận diện cơ hội cải tiến?",Giai đoạn I và V,Giai đoạn I và II,Giai đoạn II và III,Giai đoạn III và IV,public_test_fix,1
"Trong tiêu chuẩn về bảo hành và việc đáp ứng bảo hành theo yêu cầu, nhà thầu được đánh giá là Đạt khi đáp ứng những điều kiện nào dưới đây?","Thời gian bảo hành ≥ 12 tháng, riêng hệ thống đèn Led ≥ 5 năm, có thuyết minh phương án bảo hành phù hợp","Thời gian bảo hành < 12 tháng, hệ thống đèn Led ≤ 5 năm.",Thời gian thực hiện công tác bảo hành trong vòng 24 giờ sau khi nhận thông báo.,Thời gian thực hiện công tác bảo hành chậm hơn 48 giờ sau khi nhận thông báo.,public_test_fix,2
"Nếu khách hàng cần một chiếc xe nhỏ gọn, tiết kiệm nhiên liệu (4.8L/100km ngoài đô thị) và nhiều công nghệ an toàn, Toyota Raize có phù hợp không?","Có, vì xe tiết kiệm xăng, trang bị an toàn đầy đủ, tiện nghi phong phú","Không, vì xe chỉ hợp chạy đô thị","Không, vì xe không tiết kiệm nhiên liệu","Có, vì kiểu dáng đẹp",public_test_fix,1
"Trong Lean, 'lãng phí' được định nghĩa là gì?",Hoạt động tiêu tốn nhiều nguyên liệu,Hoạt động tiêu tốn nhiều nhân công,Hoạt động không làm tăng giá trị cho sản phẩm,Hoạt động làm giảm năng suất lao động,public_test_fix,1
"Theo Bảng 2.1, tổng công suất lắp đặt của 10 nhà máy thủy điện công suất lớn (từ 100 MW trở lên) tại vùng Trung du miền núi phía Bắc (TDMNPB) là bao nhiêu?",14.310 MW,4.569 MW,7.172 MW,2.344 MW,public_test_fix,1
Diode có chức năng gì và thường được sử dụng trong ứng dụng nào?,"Cho dòng đi một chiều, tạo ánh sáng","Chỉnh lưu dòng AC, khuếch đại tín hiệu","Cho dòng đi một chiều, chỉnh lưu AC thành DC","Lưu trữ năng lượng, phát hiện tín hiệu",public_test_fix,1
"Khi ghi ký hiệu mối hàn, tại sao không cần vẽ chi tiết từng lớp vật liệu đắp?",Vì bản vẽ hàn không yêu cầu kỹ thuật,Vì không quan trọng,Vì ký hiệu tiêu chuẩn đã đủ để thể hiện thông tin cần thiết,Vì thợ hàn sẽ tự chọn,public_test_fix,1
Hãy tóm tắt các nhóm linh kiện điện tử quan trọng và vai trò của chúng trong nghề sửa chữa điện tử.,"Chỉ có điện trở, tụ điện và diode",Chủ yếu là transistor và IC,"Gồm điện trở, tụ điện, cuộn cảm, diode, transistor, IC, triac/thyristor, biến trở, LED và cảm biến; chúng có chức năng từ lưu trữ, điều khiển, khuếch đại đến phát sáng và chuyển đổi tín hiệu",Chủ yếu là cảm biến và LED,public_test_fix,1
"Để kiểm tra số bậc tự do còn lại của chi tiết trong lắp ráp, ta dùng công cụ nào?",Inspect,Constraint,Degree of Symmetry,Degrees of Freedom Indicator,public_test_fix,1
Đâu là tóm tắt đúng nhất về các điều kiện tối ưu cho quá trình lên men vang dứa Queen bằng chủng S. cerevisiae D8?,"pH=3, đường 200 g/l, oxy 5 mg/l, men giống 2%, nhiệt độ 24°C","pH=4, đường 220 g/l, oxy 7 mg/l, men giống 5%, nhiệt độ 28°C","pH=5, đường 250 g/l, oxy 9 mg/l, men giống 10%, nhiệt độ 32°C","pH=3.5, đường 170 g/l, oxy 6 mg/l, men giống 7%, nhiệt độ 36°C",public_test_fix,1
"Trong hình chiếu vuông góc trục, tại sao không cần vẽ phần vát đầu răng và khe hở của then hoa?",Vì theo quy ước để đơn giản hóa bản vẽ mà vẫn đảm bảo ý nghĩa kỹ thuật,Vì không có tác dụng cơ khí,Vì không thể hiện được trên giấy,Vì tiêu chuẩn cấm vẽ,public_test_fix,1
"Nếu một bóng đèn LED tiêu thụ công suất 10W, hoạt động liên tục trong 5 giờ, thì lượng điện năng tiêu thụ là bao nhiêu Wh?",10,25,40,50,public_test_fix,1
Tần suất bảo dưỡng thiết bị mạng theo tháng được quy định là bao nhiêu?,1 lần/tuần,1 lần/tháng,1 lần/3 tháng,2 lần/tháng,public_test_fix,1
"Hãy xác định (i) năm DSA được NIST công nhận là chuẩn chữ ký số, và (ii) tên của một thành phần trong PKI có nhiệm vụ xác minh thông tin nhận dạng của người dùng.
",Năm 1991; Registration Authority (RA) ,Năm 1977; Certificate Policy,"
Năm 1991; Validation Authority (VA) ", Năm 2001; Central Directory,public_test_fix,1
"Ký hiệu phụ trong ghi chú mối hàn cho biết thông tin gì, và nó khác ký hiệu bổ sung ở điểm nào?",Phụ: vật liệu; Bổ sung: số đoạn hàn,Phụ: đặc điểm bề mặt; Bổ sung: các đặc trưng khác của mối hàn,Phụ: đường kính que hàn; Bổ sung: nguồn điện hàn,Không có sự khác biệt,public_test_fix,1
"Theo tài liệu, DSA có ưu điểm nổi bật nào so với RSA?



",Quá trình kiểm tra nhanh hơn,Quá trình ký và sinh khóa nhanh hơn,Có thể dùng cho cả mã hóa và chữ ký,Độ an toàn cao hơn tuyệt đối so với RSA,public_test_fix,1
Có bao nhiêu loại hồ sơ tài liệu chính cần được lập và lưu trữ cho mỗi thiết bị theo quy trình này (theo BM1 đến BM9)?,5 loại,7 loại,9 loại,10 loại,public_test_fix,1
Lợi ích chính của việc áp dụng VSM trong Lean là gì?,Giảm chi phí nhân sự,Tăng số lượng sản phẩm,"Giúp xác định nút thắt, loại bỏ lãng phí và cải thiện dòng chảy giá trị",Đảm bảo sản phẩm có chất lượng cao hơn,public_test_fix,1
Ký hiệu cơ bản của mối hàn thể hiện điều gì?,Hình dạng mặt cắt mối hàn,Vật liệu hàn,Chiều dài đường hàn,Quy trình công nghệ,public_test_fix,1
"Theo tài liệu Public_161, thành phần nào trong chứng chỉ số đóng vai trò ký để đảm bảo tính xác thực và toàn vẹn?", Khóa công khai của người dùng,BKhóa riêng của người dùng,Chữ ký số của CA (Certificate Authority) ,Thông tin nhận dạng trong trường Subject,public_test_fix,1
"Trong phương án 2 của phần thực nghiệm, số lượng điểm dữ liệu được sử dụng để training và testing là bao nhiêu?",59 điểm training và 14 điểm testing,7 điểm training và 67 điểm testing,59 điểm training và 15 điểm testing,80 điểm training và 20 điểm testing,public_test_fix,1
"Theo tài liệu, trong cuộc khảo sát các nhà quản lý và chuyên gia tại 14 tỉnh vùng Trung du miền núi phía Bắc, có bao nhiêu phiếu khảo sát hợp lệ đã được thu về?",530,137,221,142,public_test_fix,1
Vì sao quy trình yêu cầu dán nhãn “THIẾT BỊ KHÔNG SỬ DỤNG” đối với những trang thiết bị không còn vận hành?,Vì chi phí xây dựng cao tốc trong đô thị cao hơn nhiều,"Vì đường cao tốc đi xuyên đô thị sẽ gây nguy cơ mất an toàn giao thông, ô nhiễm và cản trở phát triển không gian đô thị.",Vì luật chỉ cho phép xây dựng cao tốc ở nông thôn.,"Vì cao tốc chỉ phù hợp với vận tải hàng hóa, không liên quan đến đô thị.",public_test_fix,1
"Vì sao dây lưỡng kim (lõi sắt, vỏ đồng) vẫn có khả năng dẫn điện gần như dây đồng nguyên chất?",Do hiệu ứng mặt ngoài trong dẫn điện,Do sắt có điện trở suất thấp hơn đồng,Do lõi sắt chịu lực cơ học tốt hơn,Do đồng chống ăn mòn tốt hơn,public_test_fix,1
Mục tiêu chính của việc lập sơ đồ chuỗi giá trị trong doanh nghiệp là gì?,Thể hiện chi tiết từng nhiệm vụ sản xuất,Mô tả và phân tích dòng vật chất và thông tin trong sản xuất,Đếm số công nhân,Quản lý kho vật tư,public_test_fix,1
Lớp sơn bảo vệ chống ăn mòn của kết cấu thép phải phù hợp với tiêu chuẩn nào?,TCXDVN 314:2005,TCXDVN 338:2005,TCXDVN 334:2005,TCXDVN 352:2005,public_test_fix,1
Tỉnh nào có sản lượng điện mặt trời cao nhất vùng TDMNPB và chiếm tỷ lệ bao nhiêu?,"Sơn La, chiếm 46,8%","Điện Biên, chiếm 21,5%","Hòa Bình, chiếm 12,1%","Bắc Giang, chiếm 6,5%",public_test_fix,1
Tài liệu hướng dẫn bảo trì bảo dưỡng hệ thống mạng đề cập đến mấy chu kỳ bảo dưỡng định kỳ chính?,2 chu kỳ,3 chu kỳ,4 chu kỳ,5 chu kỳ,public_test_fix,1
hệ thống cấp nước nào thuộc bậc tin cậy I và II?,"Các xí nghiệp luyện kim, chế biến dầu lửa",Các hệ thống cấp nước sinh hoạt trên 50.000 dân,"Các xí nghiệp khai thác mỏ, chế tạo cơ khí",Các hệ thống cấp nước của khu công nghiệp nhỏ,public_test_fix,2
Hệ thống lọc số FIR có đặc điểm gì về pha?,Pha tuyến tính,Pha không tuyến tính,Đáp ứng vô hạn,Không ổn định,public_test_fix,1
những loại công nghiệp nào có chỉ tiêu cấp điện ≥ 250 kW/ha,"Công nghiệp nặng (luyện gang, thép, xi măng, hóa dầu…)","Công nghiệp vật liệu xây dựng, cơ khí","Công nghiệp chế biến lương thực, thực phẩm, điện tử","Công nghiệp giày da, may mặc",public_test_fix,2
"Trong quá trình khởi động, đèn LED nào sẽ sáng để báo đồng bộ trên trunk A và trunk B?",SYN A và SYN B,Power và Status,Reset và Tx/Rx,Audio In và Audio Out,public_test_fix,1
Mục đích chính của biểu đồ phân bố là gì?,Xác định chi phí sản xuất,Đo lường dung sai thiết bị,Theo dõi sự phân bố thông số và đánh giá năng lực quá trình,Kiểm soát tồn kho,public_test_fix,1
Điện trở có chức năng chính là gì?,Hạn chế dòng điện,Lưu trữ điện năng,Khuếch đại tín hiệu,Phát sáng,public_test_fix,1
"Dựa vào Bảng 3.2 của Tài liệu Public_595, hãy tính chênh lệch về lượng CO2 sinh ra (g/100ml) sau 96 giờ lên men giữa chủng có hoạt lực mạnh nhất (D8) và chủng có hoạt lực yếu nhất (D1)","1,53","2,21","2,53","2,87",public_test_fix,1
"Nếu trong vòng 6 tháng một thiết bị mạng đã xảy ra switchover ngoài kế hoạch, thì trong lần bảo dưỡng 6 tháng kế tiếp có cần lặp lại thao tác switchover không?","Có, vì phải làm định kỳ bất kể tình huống","Không, vì lần switchover ngoài kế hoạch được tính như đã thực hiện định kỳ","Có, vì quy trình bắt buộc phải chạy lại để đảm bảo tính đồng bộ","Không, nhưng cần báo cáo để xin phê duyệt",public_test_fix,1
Mối ghép bằng then có tác dụng chính là gì?,"Truyền mômen giữa trục và chi tiết lắp (puli, bánh răng)",Liên kết vĩnh viễn không tháo được,Giảm ma sát trong ổ trượt,Tăng độ nhẵn bề mặt,public_test_fix,1
"Theo tài liệu, độ gợn râu dừng (stopband ripple) của bộ lọc Chebyshev I (IIR) xấp xỉ bao nhiêu?",20 dB,50 dB,65 dB,80 dB,public_test_fix,1
"Trong các lợi ích sau, lợi ích nào của công nghệ ảo hóa được nêu trong tài liệu Public_609?",Giảm chi phí điện năng và làm mát,Loại bỏ hoàn toàn nhu cầu máy chủ vật lý,Giảm thời gian chết (downtime) khi bảo trì,Tăng tốc độ truyền dữ liệu internet,public_test_fix,2
Transistor có mấy loại chính được nhắc đến trong tài liệu Public_565?,1 loại,2 loại,3 loại,4 loại,public_test_fix,1
Một trong những nguyên tắc của kiến trúc ICT cho đô thị thông minh được nêu trong tài liệu là gì? ,Phụ thuộc vào một nhà cung cấp duy nhất để đảm bảo tính đồng bộ,Hướng dịch vụ (SOA - Service Oriented Architecture),"Kiến trúc cố định, không thể mở rộng để đảm bảo sự ổn định.",Chỉ phục vụ cho khu vực công,public_test_fix,1
